,price,filing_k,filing_q,news
2020-09-08,16.008420944213867,None,None,"['Despite the COVID-19 pandemic, the global electronic laboratory notebooks (ELNs) market is expected to reach \\$613.7 million by 2027, growing at a CAGR of 5.4%. The positive score for this news is 2.257931737403851e-05. The neutral score for this news is 0.9938957095146179. The negative score for this news is 0.006081701256334782.', 'Despite the COVID-19 pandemic, the global commercial vehicle poly-v belt market is expected to reach \\$19.9 million by 2027, with a CAGR of 4.9% from 2020 to 2027. The positive score for this news is 0.0013524772366508842. The neutral score for this news is 0.00831430871039629. The negative score for this news is 0.9903332591056824.', 'Global Telecom Order Management market expected to reach \\$4.7 Billion by 2027, growing at a CAGR of 9% despite the impact of the COVID-19 pandemic. The positive score for this news is 1.705604518065229e-06. The neutral score for this news is 0.9998077750205994. The negative score for this news is 0.0001905552198877558.', 'Despite the impact of COVID-19, the global automatic door market is expected to reach \\$5.4 billion by 2027, with the U.S. and China as the leading markets. The positive score for this news is 2.8759503038600087e-05. The neutral score for this news is 0.9610210657119751. The negative score for this news is 0.03895019367337227.', 'Despite COVID-19 impacts, the global military battery market is expected to reach \\$3.3 billion by 2027, with a CAGR of 4%. The positive score for this news is 0.0005889344611205161. The neutral score for this news is 0.030383823439478874. The negative score for this news is 0.9690272212028503.', 'Despite the impact of the COVID-19 pandemic, the global beverage stabilizers market is expected to reach \\$171.5 million by 2027, driven by a growing demand for processed beverages and the increasing use of stabilizers in various applications. The positive score for this news is 8.039045695795721e-08. The neutral score for this news is 0.9999982118606567. The negative score for this news is 1.7250246173716732e-06.', ""Despite the COVID-19 pandemic's impact, the global hoverboard market is expected to reach \\$1.9 billion by 2027, with the US and China as the leading markets. The positive score for this news is 3.5228051274316385e-05. The neutral score for this news is 0.9616786241531372. The negative score for this news is 0.038286253809928894."", 'Despite a pandemic-related dip, the global connected gym equipment market is projected to reach \\$1.5 billion by 2027, driven by strong growth in the US and China. The positive score for this news is 5.900983701678797e-09. The neutral score for this news is 1.0. The negative score for this news is 4.492497396313411e-08.', ""Despite the COVID-19 pandemic's impact, the global plasterboard market is expected to reach \\$28 billion by 2027, driven by growth in the fire-resistant and sound-insulated segments, with the U.S. and China as key markets. The positive score for this news is 1.628227686012451e-08. The neutral score for this news is 0.9999988079071045. The negative score for this news is 1.1889011375387781e-06."", 'Despite the impact of the COVID-19 pandemic, the global microalgae market is expected to reach \\$4.6 billion by 2027, driven by growth in Spirulina, Chlorella, and Dunaliella salina segments. The positive score for this news is 4.615741744373736e-08. The neutral score for this news is 0.9999947547912598. The negative score for this news is 5.202765350986738e-06.', 'The global e-clinical trial technologies market is expected to reach \\$9.9 billion by 2027, with a CAGR of 8.9% from 2020 to 2027, driven by growth in EDC, rtsm, and CTMS segments. The positive score for this news is 7.592385742327679e-08. The neutral score for this news is 0.9999892711639404. The negative score for this news is 1.066621371137444e-05.', 'The global door closer market is expected to reach \\$3 billion by 2027, with the commercial segment leading the growth. The positive score for this news is 7.341589558507167e-09. The neutral score for this news is 0.9999991655349731. The negative score for this news is 7.941467856653617e-07.', 'Despite the impact of the COVID-19 pandemic, the global market for adult hemoglobinopathy testing is expected to reach \\$392.4 million by 2027, driven by growth in the HPLC test and mass spectrometry segments, particularly in the US and China. The positive score for this news is 6.048153267101952e-08. The neutral score for this news is 0.9999961853027344. The negative score for this news is 3.668505769383046e-06.', 'Despite a pandemic-related dip, the global volleyball equipment market is expected to reach \\$1.1 billion by 2027, driven by growth in key regions like China and the U.S. The positive score for this news is 2.2709706115620065e-08. The neutral score for this news is 0.9999980926513672. The negative score for this news is 1.8658810176930274e-06.', ""Despite the pandemic's impact, the global interdental cleaning products market is expected to reach \\$4.2 billion by 2027, with China and the U.S. as key growth drivers. The positive score for this news is 1.2050747955072438e-06. The neutral score for this news is 0.9997075200080872. The negative score for this news is 0.00029121252009645104.""]"
2020-09-09,16.3280086517334,None,None,"[""Despite the pandemic's impact, the global market for thin film and printed batteries is expected to reach \\$2.5 billion by 2027, with a CAGR of 21.6%. The positive score for this news is 0.00048507258179597557. The neutral score for this news is 0.08455073833465576. The negative score for this news is 0.9149642586708069."", ""Despite the pandemic's impact, the global multichannel order management market is expected to reach \\$2.9 billion by 2027, with the US and China as the leading markets. The positive score for this news is 7.407766588585218e-06. The neutral score for this news is 0.9981639981269836. The negative score for this news is 0.0018286413978785276."", 'Despite the impact of the COVID-19 pandemic, the global wooden decking market is expected to reach \\$19.1 billion by 2027, with the US and China as the leading markets. The positive score for this news is 4.333569449954666e-05. The neutral score for this news is 0.9701660871505737. The negative score for this news is 0.02979055605828762.', 'A report forecasts the global self-storage and moving services market to reach \\$126.5 billion by 2027, with significant growth in both climate-controlled storage and full-service moving segments. The positive score for this news is 1.5866572056211226e-08. The neutral score for this news is 0.9999997615814209. The negative score for this news is 2.3648350122584816e-07.', 'Despite the impact of the COVID-19 pandemic, the global silicon anode battery market is projected to reach \\$3.7 billion by 2027, driven by significant growth in various segments and regions. The positive score for this news is 1.1252437204234411e-08. The neutral score for this news is 0.9999998807907104. The negative score for this news is 1.3416031663382455e-07.', ""Despite the pandemic's impact, the global flexible batteries market is expected to reach \\$3.2 billion by 2027, with a CAGR of 40.8%. The positive score for this news is 0.0005909199244342744. The neutral score for this news is 0.020556718111038208. The negative score for this news is 0.9788523316383362.""]"
2020-09-10,16.0955810546875,None,None,"['Despite the impact of the COVID-19 pandemic, the global drill bit market is expected to reach \\$4.6 billion by 2027, with China and the U.S. leading the growth. The positive score for this news is 2.622227270876465e-07. The neutral score for this news is 0.9999696016311646. The negative score for this news is 3.020243821083568e-05.', 'Despite the impact of COVID-19, the global school ERP market is expected to reach \\$555.2 million by 2027, with the US and China as the leading markets. The positive score for this news is 7.842536433599889e-05. The neutral score for this news is 0.8831285834312439. The negative score for this news is 0.11679293215274811.', ""Despite the pandemic's impact, the global glue laminated timber market is expected to reach \\$8.3 billion by 2027, with China and the U.S. leading the growth. The positive score for this news is 2.2323165183024685e-07. The neutral score for this news is 0.9999637603759766. The negative score for this news is 3.596574970288202e-05.""]"
2020-09-11,16.1536865234375,None,None,"['Despite the impact of the COVID-19 pandemic, the global beverage refrigeration equipment market is expected to reach \\$5 billion by 2027, with China and the U.S. leading the growth. The positive score for this news is 2.5864559916044527e-07. The neutral score for this news is 0.9999767541885376. The negative score for this news is 2.2949725462240167e-05.', 'Despite the impact of the COVID-19 pandemic, the global market for stretcher chairs is expected to reach \\$279.2 million by 2027, growing at a CAGR of 3.8%. The positive score for this news is 0.0001205897715408355. The neutral score for this news is 0.9678995013237. The negative score for this news is 0.03197993338108063.', 'Despite the impact of the COVID-19 pandemic, the global shoe care market is expected to reach \\$5.5 billion by 2027, with the U.S. and China as the leading markets. The positive score for this news is 7.207887392723933e-05. The neutral score for this news is 0.9370747804641724. The negative score for this news is 0.06285321712493896.', 'Despite the impact of the COVID-19 pandemic, the global safety mirrors market is expected to reach \\$92.1 million by 2027, growing at a CAGR of 4%. The positive score for this news is 5.7453144108876586e-05. The neutral score for this news is 0.9899805188179016. The negative score for this news is 0.009961966425180435.', 'The global mice model market is expected to reach \\$2 billion by 2027, with a CAGR of 6.3% from 2020 to 2027, driven by growth in CRISPR/Cas9 and microinjection segments. The positive score for this news is 7.370395849193301e-08. The neutral score for this news is 0.99998939037323. The negative score for this news is 1.0437959645059891e-05.', 'Despite pandemic setbacks, the global hair transplant services market is expected to reach \\$8.8 billion by 2027, driven by a 5.5% CAGR and strong growth in markets like China and the U.S. The positive score for this news is 2.2895143558798736e-09. The neutral score for this news is 1.0. The negative score for this news is 9.238823928114925e-09.', ""Despite the COVID-19 pandemic's impact, the global nasal drug delivery technology market is expected to reach \\$73.3 billion by 2027, driven by growth in nasal sprays and other dosage forms. The positive score for this news is 1.402089111479654e-07. The neutral score for this news is 0.9999923706054688. The negative score for this news is 7.520877716160612e-06."", 'The global sports and energy drinks market is expected to reach \\$93.2 billion by 2027, with a CAGR of 8.2% from 2020 to 2027, according to a report by ResearchAndMarkets.com. The positive score for this news is 1.285142388951499e-05. The neutral score for this news is 0.0009876089170575142. The negative score for this news is 0.9989995360374451.', 'Despite pandemic setbacks, the global preschool or child care market is expected to reach \\$11.2 billion by 2027, with significant growth in China and other key regions. The positive score for this news is 8.554739849842008e-08. The neutral score for this news is 0.9999974966049194. The negative score for this news is 2.41423413172015e-06.']"
2020-09-14,16.560434341430664,None,None,"['Despite the negative impact of COVID-19, the global aquaculture market is projected to recover and reach \\$245.1 billion by 2027, driven by growth in developing countries and various market trends. The positive score for this news is 2.7636173172140843e-07. The neutral score for this news is 0.9999996423721313. The negative score for this news is 1.1888380413438426e-07.', 'Despite a pandemic hit, the global kickboxing equipment market is expected to reach \\$219.4 million by 2027, driven by growth in China and the punching bags segment. The positive score for this news is 2.6198030411705986e-08. The neutral score for this news is 0.9999970197677612. The negative score for this news is 2.932459892690531e-06.', 'Despite a pandemic hit, the global baseball equipment market is expected to reach \\$1.1 billion by 2027, driven by growth in key regions like the US and China. The positive score for this news is 2.0785229537523264e-08. The neutral score for this news is 0.9999988079071045. The negative score for this news is 1.2112567446820321e-06.']"
2020-09-15,16.74444007873535,None,None,"['A report forecasts the global ride-on trowel market to reach \\$101.3 million by 2027, with a CAGR of 4.4% from 2020 to 2027, despite the impact of the COVID-19 pandemic. The positive score for this news is 0.0010707024484872818. The neutral score for this news is 0.0040479241870343685. The negative score for this news is 0.9948813915252686.', 'Despite the impact of the COVID-19 pandemic, the global endocrine testing market is expected to reach \\$13.3 billion by 2027, driven by a growing demand for hormone testing and advancements in diagnostic technologies. The positive score for this news is 4.6070915971085924e-08. The neutral score for this news is 0.9999996423721313. The negative score for this news is 3.2623734114167746e-07.', 'Despite the impact of the COVID-19 pandemic, the global skydiving equipment market is expected to reach \\$1.4 billion by 2027, with China and the US as the leading markets. The positive score for this news is 1.1585630090849008e-05. The neutral score for this news is 0.9973052740097046. The negative score for this news is 0.002683217404410243.', ""Despite the pandemic's impact, the global market for bulk handling equipment in the food and beverage industry is projected to reach \\$834.3 million by 2027, with China as a key growth driver. The positive score for this news is 7.9478731151994e-08. The neutral score for this news is 0.9999943971633911. The negative score for this news is 5.493091066455236e-06."", ""Despite the pandemic's impact, the global participatory sports market is expected to reach \\$409 billion by 2027, with the US and China leading the growth. The positive score for this news is 9.161382052980116e-08. The neutral score for this news is 0.9999914169311523. The negative score for this news is 8.431695277977269e-06."", ""Despite the pandemic's impact, the global hacksaw blades market is expected to reach \\$1.2 billion by 2027, with China and the US as the leading markets. The positive score for this news is 2.6355819500167854e-05. The neutral score for this news is 0.9863589406013489. The negative score for this news is 0.013614770956337452.""]"
2020-09-16,16.705703735351562,None,None,"[""Despite the pandemic's impact, the global full-service restaurant market is expected to reach \\$1.7 trillion by 2027, with China and the US as the leading markets. The positive score for this news is 6.2352733039006125e-06. The neutral score for this news is 0.9982339143753052. The negative score for this news is 0.0017599243437871337."", ""Despite the pandemic's impact, the global online lottery market is expected to reach \\$11.1 billion by 2027, with the U.S. and China leading the growth. The positive score for this news is 8.345301694134832e-08. The neutral score for this news is 0.9999910593032837. The negative score for this news is 8.773386070970446e-06."", 'Despite a pandemic-related dip, the global commercial cooking equipment market is expected to reach \\$23.8 billion by 2027, with China and the US as the biggest markets. The positive score for this news is 0.0010287294862791896. The neutral score for this news is 0.00045889534521847963. The negative score for this news is 0.9985124468803406.']"
2020-09-17,16.628223419189453,None,None,[]
2020-09-18,16.560434341430664,None,None,[]
2020-09-21,16.14884376525879,None,None,[]
2020-09-22,16.17208480834961,None,None,[]
2020-09-23,15.640408515930176,None,None,[]
2020-09-24,15.611357688903809,None,None,"[""Despite the pandemic's impact, the global facial care products market is expected to reach \\$191.7 billion by 2027, with face cream as the leading segment and China as the fastest-growing market. The positive score for this news is 2.8119136459281435e-06. The neutral score for this news is 0.9994723200798035. The negative score for this news is 0.0005248289089649916."", ""Despite the pandemic's impact, the global desiccant wheel market is expected to reach \\$427.1 million by 2027, with the US and China as the leading markets. The positive score for this news is 2.5999264835263602e-05. The neutral score for this news is 0.9946237802505493. The negative score for this news is 0.005350327119231224.""]"
2020-09-25,15.77211856842041,None,None,"['Despite the impact of the COVID-19 pandemic, the global vitreous tamponades market is expected to reach \\$87.1 million by 2027, with the US and China as the leading markets. The positive score for this news is 2.6331454137107357e-05. The neutral score for this news is 0.9922406673431396. The negative score for this news is 0.007732911501079798.', 'Despite the impact of the COVID-19 pandemic, the global centrifugal blowers market is expected to reach \\$3.7 billion by 2027, driven by growth in various segments and regions. The positive score for this news is 4.50886048497523e-08. The neutral score for this news is 0.9999984502792358. The negative score for this news is 1.5647804048057878e-06.', ""Despite the pandemic's impact, the global HVAC chillers market is expected to reach \\$11.1 billion by 2027, driven by growth in the industrial and commercial sectors, particularly in China and the U.S. The positive score for this news is 2.2534445420774318e-08. The neutral score for this news is 0.9999983310699463. The negative score for this news is 1.7173739479403594e-06."", ""Despite the pandemic's impact, the global market for high-density multiplexed diagnostic assays is expected to reach \\$3.2 billion by 2027, with the US and China as the leading markets. The positive score for this news is 1.547417582514754e-06. The neutral score for this news is 0.9996961355209351. The negative score for this news is 0.00030233149300329387."", 'Despite a pandemic-related dip, the global fundus cameras market is expected to reach \\$619.3 million by 2027, driven by a 5.3% CAGR. The positive score for this news is 0.0011076206574216485. The neutral score for this news is 0.08289775997400284. The negative score for this news is 0.9159945845603943.', 'The global CBD oil market is expected to reach \\$12.9 billion by 2027, with a CAGR of 36.6% from 2020 to 2027, driven by increasing demand and legalization. The positive score for this news is 3.1455225979470924e-08. The neutral score for this news is 0.9999994039535522. The negative score for this news is 6.220071213647316e-07.']"
2020-09-28,16.192424774169922,None,None,"['Despite the impact of the COVID-19 pandemic, the global market for commercial kitchen ventilation systems is expected to reach \\$3.3 billion by 2027, driven by growth in the US and China. The positive score for this news is 1.1077694495043033e-07. The neutral score for this news is 0.9999884366989136. The negative score for this news is 1.1456205356807914e-05.', 'Despite the impact of the COVID-19 pandemic, the global smart ceiling fan market is expected to reach \\$49.6 million by 2027, with the residential segment leading the growth. The positive score for this news is 4.2763011265378736e-07. The neutral score for this news is 0.9999812841415405. The negative score for this news is 1.8243219528812915e-05.', 'The global edge data center market is expected to grow from US$1 billion in 2020 to US$2.3 billion by 2027, with the US and China being the major players. The positive score for this news is 2.0318836391197692e-08. The neutral score for this news is 0.9999982118606567. The negative score for this news is 1.8314381122763734e-06.', 'Despite the impact of the COVID-19 pandemic, the global market for invisible orthodontics is expected to reach \\$3.8 billion by 2027, with clear aligners leading the growth. The positive score for this news is 5.798389679512184e-07. The neutral score for this news is 0.9999667406082153. The negative score for this news is 3.271369860158302e-05.']"
2020-09-29,16.221477508544922,None,None,"['The global market for UAV payload and subsystems is expected to reach \\$11.7 billion by 2027, with a CAGR of 5.8% from 2020 to 2027, driven by growth in UAV cameras & sensors, weaponry, radars & communication systems. The positive score for this news is 1.0857129240093855e-07. The neutral score for this news is 0.9999803304672241. The negative score for this news is 1.9505576347000897e-05.', 'Despite the COVID-19 pandemic, the global market for digital impression systems is expected to reach \\$11 billion by 2027, with significant growth in the US and China. The positive score for this news is 4.286705390654788e-08. The neutral score for this news is 0.9999980926513672. The negative score for this news is 1.8937845425170963e-06.', ""Despite the pandemic's impact, the global motor space heater market is expected to reach \\$2.7 billion by 2027, with the U.S. and China as key players. The positive score for this news is 0.0004617124213837087. The neutral score for this news is 0.002529851160943508. The negative score for this news is 0.9970083832740784."", 'Despite the COVID-19 pandemic, the global juice market is expected to reach \\$175.1 billion by 2027, driven by growth in both fruit and vegetable juice segments. The positive score for this news is 3.605224563330012e-08. The neutral score for this news is 0.9999957084655762. The negative score for this news is 4.278726919437759e-06.', 'Despite the impact of COVID-19, the global valve positioners market is expected to reach \\$1.6 billion by 2027, with the oil and gas sector leading the growth. The positive score for this news is 4.547811371935495e-08. The neutral score for this news is 0.9999978542327881. The negative score for this news is 2.1709652173740324e-06.', ""Despite the COVID-19 pandemic's impact, the global power distribution unit (PDU) market is expected to reach \\$2.3 billion by 2027, driven by growth in various segments and regions, with the U.S. and China leading the way. The positive score for this news is 1.8705106796801374e-08. The neutral score for this news is 0.9999986886978149. The negative score for this news is 1.2572610330607858e-06."", 'Despite the impact of the COVID-19 pandemic, the global cancer diagnostics market is expected to reach \\$223.3 billion by 2027, driven by growth in laboratory tests, genetic tests, and imaging technologies. The positive score for this news is 1.3074985361072322e-07. The neutral score for this news is 0.9999881982803345. The negative score for this news is 1.1676765097945463e-05.', 'Despite the COVID-19 pandemic, the global TPMS battery market is expected to grow to \\$765.6 million by 2027, with the US and China as the leading markets. The positive score for this news is 4.145873333527561e-08. The neutral score for this news is 0.9999983310699463. The negative score for this news is 1.712916628093808e-06.', 'The global managed data center services market is expected to reach \\$561.9 billion by 2027, growing at a CAGR of 17.4%. The positive score for this news is 4.287176693651418e-07. The neutral score for this news is 0.9998729228973389. The negative score for this news is 0.00012661147047765553.']"
2020-09-30,16.398704528808594,None,None,"['The global induction motor market is expected to double to US\\$30.5 billion by 2027, with China and the US as key growth drivers. The positive score for this news is 7.856770345426867e-09. The neutral score for this news is 0.9999997615814209. The negative score for this news is 2.7352106712896784e-07.', 'Despite the COVID-19 pandemic, the global market for transgenic seeds is expected to reach \\$100.5 billion by 2027, with China and the U.S. leading the growth. The positive score for this news is 1.1889927975516912e-07. The neutral score for this news is 0.999984860420227. The negative score for this news is 1.5051851733005606e-05.', ""Despite the pandemic's impact, the global rubber coated fabrics market is expected to reach \\$2.2 billion by 2027, driven by growth in various segments and regions. The positive score for this news is 1.2262739268464884e-08. The neutral score for this news is 0.9999990463256836. The negative score for this news is 9.651046184444567e-07."", ""The global GMO crops and seeds market is expected to reach \\$45 billion by 2027, growing at a CAGR of 7.1% despite the COVID-19 pandemic's impact. The positive score for this news is 4.2828569348785095e-06. The neutral score for this news is 0.9997379183769226. The negative score for this news is 0.00025782236480154097."", 'The global green cement market is expected to reach \\$46.2 billion by 2027, driven by a growing focus on sustainability and environmental concerns. The positive score for this news is 0.0010069423587992787. The neutral score for this news is 0.859325110912323. The negative score for this news is 0.13966794312000275.', 'Despite the COVID-19 pandemic, the global dental cements market is expected to reach \\$1.1 billion by 2027, with China and the U.S. as the leading markets. The positive score for this news is 1.638765934330877e-05. The neutral score for this news is 0.9932384490966797. The negative score for this news is 0.006745179183781147.', 'The global green data centers market is expected to grow significantly, reaching \\$180 billion by 2027, driven by increasing demand for energy efficiency and sustainability. The positive score for this news is 1.1591970050517375e-08. The neutral score for this news is 0.9999998807907104. The negative score for this news is 8.786675920191556e-08.', 'The global vanadium redox battery market is projected to reach \\$4.8 billion by 2027, growing at a CAGR of 54% from 2020, driven by large-scale energy storage and UPS applications. The positive score for this news is 2.8658229211941944e-07. The neutral score for this news is 0.9999692440032959. The negative score for this news is 3.0531908123521134e-05.', 'Despite the pandemic, the global mobile DRAM market is expected to reach \\$35.6 billion by 2027, driven by growth in mobile handsets and tablets. The positive score for this news is 9.037778170295496e-08. The neutral score for this news is 0.9999938011169434. The negative score for this news is 6.062633929104777e-06.']"
2020-10-01,16.60886001586914,None,None,"['Despite the COVID-19 pandemic, the global bio-MEMS devices market is expected to reach \\$2.1 billion by 2027, driven by growth in implantables and injectables segments. The positive score for this news is 5.1610157925097155e-08. The neutral score for this news is 0.9999974966049194. The negative score for this news is 2.466080559315742e-06.', 'Despite the impact of COVID-19, the global hosting services market is expected to reach \\$281.8 billion by 2027, with significant growth in the US and China. The positive score for this news is 3.375981805220363e-08. The neutral score for this news is 0.9999964237213135. The negative score for this news is 3.5781645237875637e-06.', 'The global target drones market is expected to grow from \\$4.7 billion in 2020 to \\$7.7 billion by 2027, with the US and China as the leading markets. The positive score for this news is 1.0927907467817022e-08. The neutral score for this news is 0.9999994039535522. The negative score for this news is 6.094560376368463e-07.', 'Despite a pandemic hit, the global dental diagnostic imaging equipment market is expected to reach \\$2.8 billion by 2027, driven by X-ray systems and intraoral cameras, with China and the US as key growth markets. The positive score for this news is 8.267193334177136e-05. The neutral score for this news is 0.9390956163406372. The negative score for this news is 0.0608217716217041.', 'The global market for VTOL UAVs is expected to reach \\$15.6 billion by 2027, driven by growth in military, civil & commercial, and homeland security sectors. The positive score for this news is 2.515779229383952e-08. The neutral score for this news is 0.9999983310699463. The negative score for this news is 1.704288706605439e-06.', 'Despite the COVID-19 pandemic, the global mini data center market is expected to reach \\$8.6 billion by 2027, with the U.S. and China leading the growth. The positive score for this news is 1.4623485355969024e-07. The neutral score for this news is 0.9999833106994629. The negative score for this news is 1.6520481949555688e-05.', 'Despite the impact of the COVID-19 pandemic, the global geogrids market is expected to reach \\$1.4 billion by 2027, with the biaxial segment leading the growth at 8.4% CAGR. The positive score for this news is 7.757017783660558e-07. The neutral score for this news is 0.9997534155845642. The negative score for this news is 0.00024574619601480663.', 'Despite the impact of the COVID-19 pandemic, the global personal dental water flosser market is expected to reach \\$292.1 million by 2027, with China and the cordless segment leading growth. The positive score for this news is 9.019271374199889e-08. The neutral score for this news is 0.9999982118606567. The negative score for this news is 1.7245458820980275e-06.', 'The global market for datacenter network consulting and integration services is expected to reach \\$3.9 billion by 2027, with a CAGR of 6.6% from 2020 to 2027. The positive score for this news is 7.17354632797651e-05. The neutral score for this news is 0.014126946218311787. The negative score for this news is 0.9858013987541199.', 'Despite the impact of the COVID-19 pandemic, the global industrial displays market is expected to reach \\$6.6 billion by 2027, driven by growth in LCD, LED, and OLED technologies. The positive score for this news is 6.916022243785847e-08. The neutral score for this news is 0.9999954700469971. The negative score for this news is 4.358500063972315e-06.', 'Despite the impact of the COVID-19 pandemic, the global market for terminal LCD displays is expected to reach \\$19.7 billion by 2027, with the US and China as the leading markets. The positive score for this news is 2.873096673283726e-05. The neutral score for this news is 0.9687930941581726. The negative score for this news is 0.03117811493575573.', ""Despite the pandemic's impact, the global high temperature fibers market is expected to reach \\$12.2 billion by 2027, driven by a 7.3% CAGR and growth in segments like aramid and ceramic fibers. The positive score for this news is 3.793996938838973e-08. The neutral score for this news is 0.999992847442627. The negative score for this news is 7.201148946478497e-06.""]"
2020-10-02,16.4732723236084,None,None,"['Despite the COVID-19 pandemic, the global whole exome sequencing market is expected to reach \\$3.5 billion by 2027, driven by growth in the U.S. and China. The positive score for this news is 7.032183901856115e-08. The neutral score for this news is 0.9999932050704956. The negative score for this news is 6.631494215980638e-06.', 'Despite the COVID-19 pandemic, the global datacenter deployment spending market is expected to reach \\$120.4 billion by 2027, driven by growth in both service provider and enterprise segments. The positive score for this news is 5.3770484953474806e-08. The neutral score for this news is 0.9999957084655762. The negative score for this news is 4.35071024185163e-06.', 'Despite the impact of COVID-19, the global healthcare EDI market is expected to reach \\$4.6 billion by 2027, driven by growth in the U.S. and China. The positive score for this news is 5.697488703049203e-08. The neutral score for this news is 0.999985933303833. The negative score for this news is 1.4092776837060228e-05.', ""Despite the pandemic's impact, the global microsegmentation market is expected to reach \\$4 billion by 2027, with significant growth in the managed services segment and the Chinese market. The positive score for this news is 1.0215779333577757e-08. The neutral score for this news is 0.9999997615814209. The negative score for this news is 2.542086861012649e-07."", 'The global market for neuroscience antibodies and assays is expected to reach \\$5.1 billion by 2027, growing at a CAGR of 8.8%. The positive score for this news is 2.436147781281761e-07. The neutral score for this news is 0.9999538660049438. The negative score for this news is 4.5917862735223025e-05.', 'Despite COVID-19, the global Fiber to the X market is expected to reach \\$16 billion by 2027, with a 6.7% CAGR driven by FTTH/P/B and FTTA segments. The positive score for this news is 1.2691911251749843e-05. The neutral score for this news is 0.7081418633460999. The negative score for this news is 0.2918454706668854.', 'The global dermatology diagnostic devices market is expected to reach \\$5.3 billion by 2027, with the US and China as the leading markets. The positive score for this news is 2.824961597980291e-07. The neutral score for this news is 0.9998534917831421. The negative score for this news is 0.00014625751646235585.']"
2020-10-05,16.938127517700195,None,None,"['Despite the impact of the COVID-19 pandemic, the global market for photographic services is expected to reach \\$54 billion by 2027, with the US and China as the leading markets. The positive score for this news is 2.7523776225280017e-05. The neutral score for this news is 0.9831503033638. The negative score for this news is 0.0168222114443779.', 'Despite COVID-19 impacts, the global hollow core insulator market is projected to reach \\$4.9 billion by 2027, with the U.S. and China as the leading markets. The positive score for this news is 3.992128404206596e-05. The neutral score for this news is 0.9725388884544373. The negative score for this news is 0.027421189472079277.', 'Despite the impact of COVID-19, the global positive material identification market is expected to reach \\$3.4 billion by 2027, with significant growth in the US and China. The positive score for this news is 1.6284866788396357e-08. The neutral score for this news is 0.9999995231628418. The negative score for this news is 5.099218469695188e-07.', 'Despite the impact of the COVID-19 pandemic, the global fireproof insulation market is expected to reach \\$25.7 billion by 2027, driven by growth in various segments and regions. The positive score for this news is 2.781280450392387e-08. The neutral score for this news is 0.9999986886978149. The negative score for this news is 1.3367798601393588e-06.', 'Despite the impact of the COVID-19 pandemic, the global orthodontic services market is expected to reach \\$66.4 million by 2027, with the US and China as the leading markets. The positive score for this news is 6.959077290957794e-05. The neutral score for this news is 0.9650285243988037. The negative score for this news is 0.03490184620022774.', 'Despite a pandemic hit, the global dental services market is expected to reach \\$8.1 billion by 2027, with the U.S. and China as the leading markets. The positive score for this news is 7.93640356278047e-06. The neutral score for this news is 0.998007595539093. The negative score for this news is 0.0019844495691359043.', 'Despite the impact of the COVID-19 pandemic, the global market for pneumatic nebulizers is expected to reach \\$837.8 million by 2027, with China and the US as the major markets. The positive score for this news is 0.0001361404574709013. The neutral score for this news is 0.0076264855451881886. The negative score for this news is 0.992237389087677.', 'Despite a pandemic hit, the global construction aggregates market is expected to reach \\$559.8 billion by 2027, with China and the US leading the growth. The positive score for this news is 6.289158704930742e-08. The neutral score for this news is 0.9999908208847046. The negative score for this news is 9.078594302991405e-06.', 'Despite the impact of the COVID-19 pandemic, the global vision care market is expected to reach \\$69.6 billion by 2027, with the US and China as the leading markets. The positive score for this news is 7.23589037079364e-05. The neutral score for this news is 0.8907167315483093. The negative score for this news is 0.10921100527048111.', 'Despite the COVID-19 pandemic, the global nebulizers market is expected to reach \\$1.3 billion by 2027, with China and the US as the major growth drivers. The positive score for this news is 5.506024649548635e-07. The neutral score for this news is 0.9997822642326355. The negative score for this news is 0.00021716587070841342.', 'Despite the impact of the COVID-19 pandemic, the global market for radiant barrier and reflective insulation is expected to reach US\\$1.7 billion by 2027, growing at a CAGR of 7.6%. The positive score for this news is 2.2233858544495888e-05. The neutral score for this news is 0.9959433674812317. The negative score for this news is 0.004034422803670168.', 'The global vital signs monitoring devices market is expected to reach \\$6.9 billion by 2027, with a CAGR of 5.4% from 2020 to 2027, driven by growth in blood pressure monitoring devices, pulse oximeters, and temperature monitoring devices. The positive score for this news is 3.28416660977382e-07. The neutral score for this news is 0.9999732971191406. The negative score for this news is 2.6354891815572046e-05.']"
